"","VariableName","ChiSquared","PValue"
"2","Scored.Goal",7.72606826894455,0.00544291456424508
"3","Shots.On.Goal",14.1425312770394,0.00271742493269206
"4","Rebound.Goal",0.11929673896835,0.729798487891424
"5","Assist",3.99977158064873e-30,0.999999999999998
"6","Pass.To.Assist",0.693509492254421,0.404973231380288
"7","Insert.Penalty.Corner",6.91875525651808,0.0314493291024415
"8","Foul.Drawn",1.46933916082894,0.225449988177061
"9","Touches",6.21596431945303,0.101563009716835
